Image Size (MP),File Size (MB),Width,Height,PIL Mean (ms),PIL Std (ms),Chunk Mean (ms),Chunk Std (ms),Speedup Factor
0.262144,0.6167726516723633,512,512,27.444309999918914,1.4264482299040995,9.074595000492991,0.589562948784414,3.024301359832363
1.048576,2.4391279220581055,1024,1024,95.66167999983008,2.3833143840857924,12.39320000022417,2.167070785462073,7.718884549438381
4.194304,9.66980266571045,2048,2048,360.1764249997359,1.9904984051146668,21.760104998975294,2.5519388627480626,16.552145544182668
9.437184,21.64366054534912,3072,3072,802.2351349998644,7.683982114480365,38.678854999670875,5.085904624315905,20.74092252748151
16.777216,38.51188850402832,4096,4096,1411.6769299995212,10.518583475300423,60.81997000001138,10.70849540515122,23.21074689775837
26.2144,60.07875156402588,5120,5120,2216.1574700003257,10.577949886606996,78.28385500069999,14.189628513316798,28.309253165681604
37.748736,85.47858428955078,6144,6144,3147.025090000534,10.462734117111923,103.86812999968242,19.998682311430734,30.298274263820442
